"year","grand_prix","session_type","driver","team","total_laps","avg_lap_time_s","best_lap_time_s","avg_sector1_s","avg_sector2_s","avg_sector3_s","avg_speed_trap_kmh","max_speed_trap_kmh","soft_laps","medium_laps","hard_laps","rank_in_race"
2018,Abu Dhabi Grand Prix,Q,HAM,Mercedes,8,106.947,94.794,18.897,44.27,43.78,295.8,323.0,0,0,0,1
2018,Abu Dhabi Grand Prix,Q,BOT,Mercedes,7,101.126,94.956,17.857,43.026,40.243,306.9,327.0,0,0,0,2
2018,Abu Dhabi Grand Prix,Q,VET,Ferrari,8,105.94,95.125,18.721,45.561,41.657,291.8,333.0,0,0,0,3
2018,Abu Dhabi Grand Prix,Q,RAI,Ferrari,8,107.735,95.365,18.63,45.099,44.006,307.9,334.0,0,0,0,4
2018,Abu Dhabi Grand Prix,Q,RIC,Red Bull Racing,6,105.06,95.401,18.34,44.136,42.584,307.2,323.0,0,0,0,5
2018,Abu Dhabi Grand Prix,Q,VER,Red Bull Racing,4,96.545,95.589,17.27,41.168,38.106,319.3,322.0,0,0,0,6
2018,Abu Dhabi Grand Prix,Q,GRO,Haas F1 Team,5,96.767,96.192,17.011,41.187,38.569,324.6,327.0,0,0,0,7
2018,Abu Dhabi Grand Prix,Q,LEC,Sauber,8,102.948,96.237,18.539,43.667,40.743,313.1,335.0,0,0,0,8
2018,Abu Dhabi Grand Prix,Q,OCO,Racing Point,6,97.188,96.54,17.168,41.098,38.922,329.5,333.0,0,0,0,9
2018,Abu Dhabi Grand Prix,Q,HUL,Renault,5,96.93,96.542,17.275,41.277,38.378,325.0,327.0,0,0,0,10
2018,Abu Dhabi Grand Prix,Q,SAI,Renault,3,97.296,96.982,17.291,41.375,38.631,327.3,329.0,0,0,0,11
2018,Abu Dhabi Grand Prix,Q,ERI,Sauber,5,98.119,97.132,17.17,41.562,39.386,329.4,333.0,0,0,0,12
2018,Abu Dhabi Grand Prix,Q,PER,Racing Point,4,97.889,97.255,17.213,41.53,39.146,328.0,331.0,0,0,0,13
2018,Abu Dhabi Grand Prix,Q,MAG,Haas F1 Team,4,97.963,97.309,17.135,41.521,39.307,326.8,329.0,0,0,0,14
2018,Abu Dhabi Grand Prix,Q,ALO,McLaren,5,98.589,97.743,17.361,41.835,39.393,323.0,325.0,0,0,0,15
2018,Abu Dhabi Grand Prix,Q,HAR,Toro Rosso,3,98.278,97.994,17.51,41.698,39.07,326.0,328.0,0,0,0,16
2018,Abu Dhabi Grand Prix,Q,GAS,Toro Rosso,5,115.62,98.166,21.02,48.068,46.532,285.4,327.0,0,0,0,17
2018,Abu Dhabi Grand Prix,Q,VAN,McLaren,3,99.198,98.577,17.511,41.986,39.701,321.0,323.0,0,0,0,18
2018,Abu Dhabi Grand Prix,Q,SIR,Williams,2,99.163,98.635,17.502,41.924,39.737,326.5,328.0,0,0,0,19
2018,Abu Dhabi Grand Prix,Q,STR,Williams,2,99.423,98.682,17.593,42.061,39.769,327.5,328.0,0,0,0,20
2018,Abu Dhabi Grand Prix,R,VET,Ferrari,47,103.41,100.867,17.791,43.903,41.715,312.6,338.0,0,0,0,1
2018,Abu Dhabi Grand Prix,R,BOT,Mercedes,45,104.033,100.953,17.926,44.219,41.889,300.3,327.0,0,0,0,2
2018,Abu Dhabi Grand Prix,R,RIC,Red Bull Racing,47,103.788,101.249,18.064,44.161,41.563,298.5,325.0,0,0,0,3
2018,Abu Dhabi Grand Prix,R,SAI,Renault,47,104.836,101.351,18.129,44.359,42.347,300.9,331.0,0,0,0,4
2018,Abu Dhabi Grand Prix,R,HAM,Mercedes,49,103.7,101.357,17.981,44.119,41.6,301.3,323.0,0,0,0,5
2018,Abu Dhabi Grand Prix,R,VER,Red Bull Racing,47,103.658,101.909,17.99,43.992,41.676,302.6,324.0,0,0,0,6
2018,Abu Dhabi Grand Prix,R,ALO,McLaren,46,106.042,102.393,18.249,44.663,43.13,308.6,331.0,0,0,0,7
2018,Abu Dhabi Grand Prix,R,PER,Racing Point,47,105.18,102.816,18.192,44.324,42.665,309.9,337.0,0,0,0,8
2018,Abu Dhabi Grand Prix,R,MAG,Haas F1 Team,46,106.046,102.822,18.278,44.757,43.011,304.7,319.0,0,0,0,9
2018,Abu Dhabi Grand Prix,R,LEC,Sauber,49,105.45,102.876,18.261,44.235,42.953,312.1,332.0,0,0,0,10
2018,Abu Dhabi Grand Prix,R,GRO,Haas F1 Team,48,106.204,103.195,18.209,44.719,43.277,306.5,336.0,0,0,0,11
2018,Abu Dhabi Grand Prix,R,VAN,McLaren,46,106.461,103.249,18.362,44.813,43.285,303.7,320.0,0,0,0,12
2018,Abu Dhabi Grand Prix,R,OCO,Racing Point,36,106.069,103.591,18.332,44.462,43.276,310.9,333.0,0,0,0,13
2018,Abu Dhabi Grand Prix,R,SIR,Williams,46,106.767,103.831,18.454,44.838,43.475,306.0,316.0,0,0,0,14
2018,Abu Dhabi Grand Prix,R,GAS,Toro Rosso,38,106.301,103.988,18.448,44.732,43.121,299.8,332.0,0,0,0,15
2018,Abu Dhabi Grand Prix,R,STR,Williams,46,106.524,104.033,18.451,44.724,43.349,304.5,326.0,0,0,0,16
2018,Abu Dhabi Grand Prix,R,HAR,Toro Rosso,48,106.833,104.174,18.429,44.881,43.523,296.8,316.0,0,0,0,17
2018,Abu Dhabi Grand Prix,R,RAI,Ferrari,2,110.29,105.198,18.297,44.722,47.272,302.5,308.0,0,0,0,18
2018,Abu Dhabi Grand Prix,R,ERI,Sauber,18,107.283,106.077,18.374,44.836,44.073,311.2,322.0,0,0,0,19
2018,Australian Grand Prix,Q,HAM,Mercedes,2,81.608,81.164,26.919,22.17,32.52,316.5,318.0,0,0,0,1
2018,Australian Grand Prix,Q,RAI,Ferrari,2,82.04,81.828,27.123,22.275,32.642,318.5,320.0,0,0,0,2
2018,Australian Grand Prix,Q,VET,Ferrari,2,81.962,81.838,27.022,22.195,32.745,318.5,320.0,0,0,0,3
2018,Australian Grand Prix,Q,VER,Red Bull Racing,2,81.995,81.879,27.066,22.315,32.615,310.0,311.0,0,0,0,4
2018,Australian Grand Prix,Q,RIC,Red Bull Racing,2,82.269,82.152,27.239,22.463,32.568,308.5,309.0,0,0,0,5
2018,Australian Grand Prix,Q,MAG,Haas F1 Team,1,83.187,83.187,27.49,22.632,33.065,314.0,314.0,0,0,0,6
2018,Australian Grand Prix,Q,GRO,Haas F1 Team,1,83.339,83.339,27.546,22.684,33.109,311.0,311.0,0,0,0,7
2018,Australian Grand Prix,Q,HUL,Renault,1,83.532,83.532,27.544,22.653,33.335,308.0,308.0,0,0,0,8
2018,Australian Grand Prix,Q,SAI,Renault,1,83.577,83.577,27.641,22.695,33.241,307.0,307.0,0,0,0,9
2018,Australian Grand Prix,R,RIC,Red Bull Racing,48,88.466,85.945,29.61,23.638,35.218,289.0,306.0,27,0,0,1
2018,Australian Grand Prix,R,RAI,Ferrari,45,87.898,86.373,29.359,23.49,35.048,286.4,296.0,33,0,0,2
2018,Australian Grand Prix,R,HAM,Mercedes,45,87.818,86.444,29.318,23.581,34.919,288.1,315.0,32,0,0,3
2018,Australian Grand Prix,R,VET,Ferrari,47,87.895,86.469,29.337,23.519,35.04,287.5,295.0,27,0,0,4
2018,Australian Grand Prix,R,VER,Red Bull Racing,45,88.976,86.88,29.944,23.71,35.322,296.9,318.0,29,0,0,5
2018,Australian Grand Prix,R,VAN,McLaren,47,89.294,86.958,29.796,23.991,35.507,284.6,298.0,0,0,0,6
2018,Australian Grand Prix,R,ALO,McLaren,48,89.02,86.978,29.771,23.892,35.357,278.4,298.0,27,0,0,7
2018,Australian Grand Prix,R,BOT,Mercedes,47,89.267,87.019,29.811,23.858,35.599,294.8,318.0,0,0,0,8
2018,Australian Grand Prix,R,HUL,Renault,46,89.073,87.081,29.703,23.809,35.562,293.9,319.0,27,0,0,9
2018,Australian Grand Prix,R,OCO,Force India,45,89.874,87.6,29.997,23.994,35.883,296.3,306.0,27,0,0,10
2018,Australian Grand Prix,R,PER,Force India,46,89.531,87.633,29.89,23.956,35.686,301.4,319.0,27,0,0,11
2018,Australian Grand Prix,R,SAI,Renault,45,89.357,87.944,29.928,23.932,35.496,278.0,290.0,28,0,0,12
2018,Australian Grand Prix,R,HAR,Toro Rosso,44,90.385,88.176,30.031,24.078,36.277,273.8,281.0,18,0,0,13
2018,Australian Grand Prix,R,STR,Williams,47,90.46,88.511,30.25,24.122,36.089,288.2,306.0,0,0,0,14
2018,Australian Grand Prix,R,LEC,Sauber,45,90.35,88.759,30.063,24.214,36.072,286.9,306.0,3,0,0,15
2018,Australian Grand Prix,R,GRO,Haas F1 Team,19,90.128,88.805,30.128,24.035,35.966,283.6,289.0,0,0,0,16
2018,Australian Grand Prix,R,MAG,Haas F1 Team,17,90.256,89.534,30.129,24.092,36.036,277.4,283.0,0,0,0,17
2018,Australian Grand Prix,R,GAS,Toro Rosso,9,91.997,90.649,30.479,24.459,37.06,282.3,295.0,0,0,0,18
2018,Australian Grand Prix,R,ERI,Sauber,1,92.289,92.289,30.732,24.546,37.011,296.0,296.0,0,0,0,19
2018,Austrian Grand Prix,Q,BOT,Mercedes,7,72.479,63.13,17.651,31.417,23.411,276.4,321.0,0,0,0,1
2018,Austrian Grand Prix,Q,HAM,Mercedes,10,74.097,63.149,18.004,33.071,23.023,286.0,322.0,0,0,0,2
2018,Austrian Grand Prix,Q,VET,Ferrari,7,71.994,63.464,18.078,30.86,23.056,288.7,323.0,0,0,0,3
2018,Austrian Grand Prix,Q,RAI,Ferrari,10,70.419,63.66,17.325,31.525,21.568,293.0,321.0,0,0,0,4
2018,Austrian Grand Prix,Q,VER,Red Bull Racing,7,66.874,63.84,16.793,30.043,20.038,304.3,316.0,0,0,0,5
2018,Austrian Grand Prix,Q,GRO,Haas F1 Team,7,68.776,63.892,16.999,30.999,20.779,298.1,320.0,0,0,0,6
2018,Austrian Grand Prix,Q,RIC,Red Bull Racing,10,69.731,63.996,17.526,30.855,21.351,279.0,316.0,0,0,0,7
2018,Austrian Grand Prix,Q,MAG,Haas F1 Team,8,68.616,64.051,17.211,30.24,21.165,299.9,319.0,0,0,0,8
2018,Austrian Grand Prix,Q,SAI,Renault,7,68.54,64.561,17.412,30.107,21.021,306.4,316.0,0,0,0,9
2018,Austrian Grand Prix,Q,HUL,Renault,8,69.587,64.676,16.812,30.499,22.276,299.6,319.0,0,0,0,10
2018,Austrian Grand Prix,Q,OCO,Force India,9,78.364,64.845,18.74,34.871,24.753,274.1,321.0,0,0,0,11
2018,Austrian Grand Prix,Q,GAS,Toro Rosso,8,74.44,64.874,17.987,32.801,23.651,300.5,318.0,0,0,0,12
2018,Austrian Grand Prix,Q,ALO,McLaren,8,74.216,64.965,17.869,32.636,23.711,298.0,316.0,3,0,0,13
2018,Austrian Grand Prix,Q,LEC,Sauber,8,75.656,64.967,18.631,33.53,23.494,280.3,319.0,0,0,0,14
2018,Austrian Grand Prix,Q,STR,Williams,5,66.822,65.264,16.526,28.928,21.367,318.0,320.0,0,0,0,15
2018,Austrian Grand Prix,Q,VAN,McLaren,5,74.657,65.271,17.821,33.021,23.816,292.0,314.0,0,0,0,16
2018,Austrian Grand Prix,Q,PER,Force India,5,75.758,65.279,18.485,34.634,22.639,282.2,320.0,0,0,0,17
2018,Austrian Grand Prix,Q,SIR,Williams,1,65.322,65.322,16.523,28.971,19.828,317.0,317.0,0,0,0,18
2018,Austrian Grand Prix,Q,HAR,Toro Rosso,3,71.735,65.366,17.37,32.483,21.883,292.0,317.0,0,0,0,19
2018,Austrian Grand Prix,Q,ERI,Sauber,5,84.577,65.479,20.006,38.449,26.122,253.6,313.0,0,0,0,20
2018,Austrian Grand Prix,R,RAI,Ferrari,68,68.526,66.957,17.225,30.391,20.91,300.6,327.0,55,0,0,1
2018,Austrian Grand Prix,R,VET,Ferrari,68,68.479,67.082,17.233,30.332,20.914,299.9,319.0,55,0,0,2
2018,Austrian Grand Prix,R,HAM,Mercedes,55,68.66,67.241,17.111,30.592,20.958,297.7,324.0,25,0,0,3
2018,Austrian Grand Prix,R,VER,Red Bull Racing,68,68.52,67.442,17.294,30.3,20.926,287.5,301.0,55,0,0,4
2018,Austrian Grand Prix,R,RIC,Red Bull Racing,48,68.862,67.591,17.367,30.401,21.094,292.3,316.0,21,0,0,5
2018,Austrian Grand Prix,R,ERI,Sauber,64,70.08,68.216,17.468,31.129,21.483,299.2,317.0,40,0,0,6
2018,Austrian Grand Prix,R,MAG,Haas F1 Team,65,69.641,68.476,17.51,30.801,21.329,297.2,316.0,41,0,0,7
2018,Austrian Grand Prix,R,PER,Force India,65,69.819,68.504,17.318,31.083,21.419,296.3,318.0,42,0,0,8
2018,Austrian Grand Prix,R,ALO,McLaren,66,70.071,68.661,17.488,31.133,21.45,290.2,313.0,54,0,0,9
2018,Austrian Grand Prix,R,SAI,Renault,64,70.024,68.766,17.464,31.072,21.488,293.1,314.0,17,0,0,10
2018,Austrian Grand Prix,R,OCO,Force India,67,69.963,68.85,17.393,31.012,21.557,298.7,315.0,54,0,0,11
2018,Austrian Grand Prix,R,VAN,McLaren,58,70.621,68.894,17.721,31.296,21.604,286.1,307.0,58,0,0,12
2018,Austrian Grand Prix,R,SIR,Williams,61,70.43,68.971,17.553,31.229,21.648,292.7,314.0,34,0,0,13
2018,Austrian Grand Prix,R,LEC,Sauber,64,70.033,69.006,17.498,31.043,21.492,299.2,324.0,54,0,0,14
2018,Austrian Grand Prix,R,BOT,Mercedes,12,69.454,69.044,17.375,30.855,21.225,293.4,296.0,0,0,0,15
2018,Austrian Grand Prix,R,GRO,Haas F1 Team,67,69.779,69.071,17.596,30.897,21.286,294.4,309.0,54,0,0,16
2018,Austrian Grand Prix,R,HAR,Toro Rosso,50,70.912,69.171,17.566,31.23,22.116,297.0,311.0,0,0,0,17
2018,Austrian Grand Prix,R,STR,Williams,63,70.581,69.203,17.562,31.377,21.642,293.7,313.0,48,0,0,18
2018,Austrian Grand Prix,R,GAS,Toro Rosso,66,70.292,69.295,17.537,31.172,21.583,295.0,324.0,54,0,0,19
2018,Austrian Grand Prix,R,HUL,Renault,10,71.2,70.38,17.521,31.42,22.26,300.5,310.0,0,0,0,20
2018,Azerbaijan Grand Prix,Q,VET,Ferrari,9,110.441,101.498,38.388,45.48,26.573,299.9,309.0,0,0,0,1
2018,Azerbaijan Grand Prix,Q,HAM,Mercedes,11,111.335,101.677,38.42,45.43,27.484,304.4,318.0,0,0,0,2
2018,Azerbaijan Grand Prix,Q,BOT,Mercedes,11,113.351,101.837,39.286,45.864,28.201,298.1,315.0,0,0,0,3
2018,Azerbaijan Grand Prix,Q,RIC,Red Bull Racing,10,108.625,101.911,38.576,43.82,26.23,307.3,316.0,0,0,0,4
2018,Azerbaijan Grand Prix,Q,VER,Red Bull Racing,9,108.079,101.994,37.991,44.171,25.917,306.8,315.0,0,0,0,5
2018,Azerbaijan Grand Prix,Q,RAI,Ferrari,10,110.791,102.49,38.374,45.819,26.599,302.4,309.0,0,0,0,6
2018,Azerbaijan Grand Prix,Q,OCO,Force India,10,111.031,102.523,39.828,45.274,25.93,314.9,329.0,0,0,0,7
2018,Azerbaijan Grand Prix,Q,PER,Force India,10,113.099,102.547,39.173,47.46,26.466,309.3,316.0,0,0,0,8
2018,Azerbaijan Grand Prix,Q,HUL,Renault,8,107.132,103.066,37.73,43.49,25.911,308.9,312.0,0,0,0,9
2018,Azerbaijan Grand Prix,Q,SAI,Renault,8,107.502,103.351,38.064,43.55,25.888,310.0,319.0,0,0,0,10
2018,Azerbaijan Grand Prix,Q,STR,Williams,8,109.68,103.585,38.529,44.638,26.512,303.8,318.0,0,0,0,11
2018,Azerbaijan Grand Prix,Q,MAG,Haas F1 Team,6,111.909,103.674,40.228,45.422,26.259,310.3,319.0,0,0,0,12
2018,Azerbaijan Grand Prix,Q,LEC,Sauber,9,112.28,103.752,39.369,46.971,25.939,307.3,313.0,0,0,0,13
2018,Azerbaijan Grand Prix,Q,SIR,Williams,9,110.179,103.886,39.073,44.93,26.176,308.4,320.0,0,0,0,14
2018,Azerbaijan Grand Prix,Q,ALO,McLaren,8,112.015,104.01,39.283,46.174,26.558,304.4,309.0,0,0,0,15
2018,Azerbaijan Grand Prix,Q,VAN,McLaren,4,111.971,104.489,39.722,45.726,26.523,303.5,312.0,0,0,0,16
2018,Azerbaijan Grand Prix,Q,GAS,Toro Rosso,4,110.707,104.496,39.477,44.345,26.885,300.8,304.0,0,0,0,17
2018,Azerbaijan Grand Prix,Q,ERI,Sauber,8,120.362,105.541,44.195,49.559,26.608,304.4,307.0,0,0,0,18
2018,Azerbaijan Grand Prix,Q,HAR,Toro Rosso,1,117.354,117.354,41.062,48.331,27.961,299.0,299.0,0,0,0,19
2018,Azerbaijan Grand Prix,R,BOT,Mercedes,35,107.111,105.149,37.918,43.203,25.99,310.2,313.0,0,0,0,1
2018,Azerbaijan Grand Prix,R,HAM,Mercedes,36,106.982,105.412,37.805,43.155,26.022,310.0,314.0,16,0,0,2
2018,Azerbaijan Grand Prix,R,RIC,Red Bull Racing,32,107.958,105.419,38.631,43.468,25.86,314.5,323.0,0,0,0,3
2018,Azerbaijan Grand Prix,R,VET,Ferrari,36,107.128,105.53,37.78,43.009,26.339,303.0,314.0,8,0,0,4
2018,Azerbaijan Grand Prix,R,VER,Red Bull Racing,32,108.01,105.771,38.569,43.269,26.172,308.8,318.0,0,0,0,5
2018,Azerbaijan Grand Prix,R,PER,Force India,38,108.786,106.206,38.712,44.122,25.953,314.2,326.0,34,0,0,6
2018,Azerbaijan Grand Prix,R,RAI,Ferrari,38,108.508,106.523,38.508,43.807,26.193,306.6,318.0,34,0,0,7
2018,Azerbaijan Grand Prix,R,STR,Williams,36,109.015,106.815,38.944,43.873,26.198,309.6,326.0,15,0,0,8
2018,Azerbaijan Grand Prix,R,SAI,Renault,35,108.472,106.856,38.579,43.703,26.19,307.6,325.0,23,0,0,9
2018,Azerbaijan Grand Prix,R,GRO,Haas F1 Team,34,109.02,106.88,38.781,44.023,26.215,308.5,323.0,0,0,0,10
2018,Azerbaijan Grand Prix,R,LEC,Sauber,35,108.921,107.403,38.712,43.921,26.287,307.0,325.0,14,0,0,11
2018,Azerbaijan Grand Prix,R,ALO,McLaren,38,109.708,107.449,39.105,44.262,26.341,307.9,324.0,34,0,0,12
2018,Azerbaijan Grand Prix,R,VAN,McLaren,33,110.521,107.666,39.44,44.593,26.487,304.4,316.0,6,0,0,13
2018,Azerbaijan Grand Prix,R,ERI,Sauber,32,110.945,107.925,39.508,45.026,26.411,306.4,320.0,12,0,0,14
2018,Azerbaijan Grand Prix,R,GAS,Toro Rosso,35,110.783,108.035,39.295,44.623,26.865,299.7,317.0,25,0,0,15
2018,Azerbaijan Grand Prix,R,MAG,Haas F1 Team,36,111.046,108.155,39.718,44.923,26.405,306.9,312.0,32,0,0,16
2018,Azerbaijan Grand Prix,R,HAR,Toro Rosso,34,110.755,108.288,39.144,44.772,26.839,302.5,322.0,0,0,0,17
2018,Azerbaijan Grand Prix,R,HUL,Renault,5,111.781,108.867,40.33,45.538,25.913,320.2,329.0,0,0,0,18
2018,Bahrain Grand Prix,Q,VET,Ferrari,4,96.306,87.958,31.158,40.401,24.748,292.5,322.0,0,0,0,1
2018,Bahrain Grand Prix,Q,RAI,Ferrari,4,93.558,88.101,29.944,40.217,23.397,299.3,327.0,0,0,0,2
2018,Bahrain Grand Prix,Q,BOT,Mercedes,5,94.946,88.124,29.927,40.603,24.416,304.8,324.0,0,0,0,3
2018,Bahrain Grand Prix,Q,HAM,Mercedes,6,96.316,88.22,30.886,41.755,23.675,309.3,325.0,0,0,0,4
2018,Bahrain Grand Prix,Q,RIC,Red Bull Racing,4,88.831,88.398,28.471,38.132,22.228,318.0,320.0,0,0,0,5
2018,Bahrain Grand Prix,Q,HUL,Renault,5,89.855,89.187,28.724,38.595,22.536,314.6,318.0,0,0,0,6
2018,Bahrain Grand Prix,Q,GAS,Toro Rosso,6,90.075,89.329,28.699,38.814,22.563,319.8,322.0,0,0,0,7
2018,Bahrain Grand Prix,Q,MAG,Haas F1 Team,4,89.653,89.358,28.557,38.607,22.489,319.5,322.0,0,0,0,8
2018,Bahrain Grand Prix,Q,VER,Red Bull Racing,2,109.617,89.374,35.146,50.028,24.443,272.0,314.0,0,0,0,9
2018,Bahrain Grand Prix,Q,SAI,Renault,6,90.209,89.802,28.765,38.848,22.596,316.7,320.0,0,0,0,10
2018,Bahrain Grand Prix,Q,OCO,Force India,5,90.217,89.874,28.599,38.919,22.699,322.4,326.0,0,0,0,11
2018,Bahrain Grand Prix,Q,HAR,Toro Rosso,4,90.559,90.105,28.864,39.135,22.56,318.5,320.0,0,0,0,12
2018,Bahrain Grand Prix,Q,PER,Force India,3,90.263,90.156,28.614,38.923,22.726,323.0,324.0,0,0,0,13
2018,Bahrain Grand Prix,Q,ALO,McLaren,4,90.637,90.212,29.054,38.906,22.678,308.5,314.0,0,0,0,14
2018,Bahrain Grand Prix,Q,VAN,McLaren,4,90.648,90.479,29.054,38.899,22.696,309.0,310.0,0,0,0,15
2018,Bahrain Grand Prix,Q,GRO,Haas F1 Team,1,90.53,90.53,28.782,38.903,22.845,324.0,324.0,0,0,0,16
2018,Bahrain Grand Prix,Q,ERI,Sauber,2,91.118,91.063,28.989,39.185,22.944,321.5,323.0,0,0,0,17
2018,Bahrain Grand Prix,Q,LEC,Sauber,1,91.42,91.42,29.404,39.273,22.743,326.0,326.0,0,0,0,18
2018,Bahrain Grand Prix,Q,SIR,Williams,3,98.466,91.483,31.874,42.786,23.805,273.3,319.0,0,0,0,19
2018,Bahrain Grand Prix,Q,STR,Williams,3,104.81,91.503,31.502,43.448,29.86,286.7,320.0,0,0,0,20
2018,Bahrain Grand Prix,R,BOT,Mercedes,50,95.326,93.74,30.272,41.489,23.564,304.1,333.0,0,36,0,1
2018,Bahrain Grand Prix,R,HAM,Mercedes,50,95.257,93.953,30.218,41.518,23.521,302.7,333.0,20,30,0,2
2018,Bahrain Grand Prix,R,GRO,Haas F1 Team,44,96.585,94.053,30.662,42.006,23.917,306.0,340.0,10,0,0,3
2018,Bahrain Grand Prix,R,ALO,McLaren,46,96.58,94.168,30.781,41.845,23.954,290.1,321.0,7,23,0,4
2018,Bahrain Grand Prix,R,MAG,Haas F1 Team,48,96.15,94.327,30.637,41.799,23.714,298.1,323.0,29,0,0,5
2018,Bahrain Grand Prix,R,RAI,Ferrari,27,95.499,94.337,30.422,41.409,23.668,297.4,303.0,14,0,0,6
2018,Bahrain Grand Prix,R,VET,Ferrari,50,95.375,94.453,30.387,41.356,23.633,298.4,321.0,38,0,0,7
2018,Bahrain Grand Prix,R,SIR,Williams,46,97.488,94.563,31.063,42.389,24.036,299.1,321.0,15,16,0,8
2018,Bahrain Grand Prix,R,HUL,Renault,47,96.616,94.667,30.663,42.009,23.943,289.8,322.0,22,0,0,9
2018,Bahrain Grand Prix,R,HAR,Toro Rosso,46,96.753,94.689,30.788,42.13,23.836,291.2,316.0,20,0,0,10
2018,Bahrain Grand Prix,R,GAS,Toro Rosso,48,95.908,94.863,30.714,41.545,23.649,283.9,324.0,17,0,0,11
2018,Bahrain Grand Prix,R,OCO,Force India,46,96.945,95.043,30.755,42.154,24.035,312.3,330.0,20,18,0,12
2018,Bahrain Grand Prix,R,LEC,Sauber,48,97.188,95.058,30.934,42.248,24.005,300.0,326.0,0,27,0,13
2018,Bahrain Grand Prix,R,PER,Force India,47,97.025,95.075,30.786,42.282,23.958,311.5,332.0,4,20,0,14
2018,Bahrain Grand Prix,R,ERI,Sauber,48,97.15,95.093,30.926,42.168,24.056,303.9,324.0,16,32,0,15
2018,Bahrain Grand Prix,R,VAN,McLaren,47,96.683,95.131,30.971,41.797,23.915,290.9,322.0,15,27,0,16
2018,Bahrain Grand Prix,R,STR,Williams,47,97.385,95.266,30.994,42.327,24.064,298.5,331.0,5,25,0,17
2018,Bahrain Grand Prix,R,SAI,Renault,46,96.987,95.535,30.748,42.218,24.021,304.0,335.0,29,0,0,18
2018,Belgian Grand Prix,Q,VET,Ferrari,9,117.913,101.501,33.543,51.655,32.715,267.2,315.0,3,0,0,1
2018,Belgian Grand Prix,Q,RAI,Ferrari,4,107.104,101.533,30.963,46.979,29.162,298.0,312.0,1,0,0,2
2018,Belgian Grand Prix,Q,HAM,Mercedes,9,114.337,101.553,33.435,49.135,31.767,284.9,311.0,4,0,0,3
2018,Belgian Grand Prix,Q,BOT,Mercedes,2,102.498,102.191,30.474,43.605,28.42,308.0,309.0,1,0,0,4
2018,Belgian Grand Prix,Q,VER,Red Bull Racing,4,112.843,102.554,32.073,50.411,30.358,295.0,310.0,0,0,0,5
2018,Belgian Grand Prix,Q,PER,Racing Point,4,108.077,103.014,31.099,47.53,29.449,304.0,315.0,0,0,0,6
2018,Belgian Grand Prix,Q,GRO,Haas F1 Team,9,115.451,103.042,33.156,51.782,30.513,286.4,311.0,0,0,0,7
2018,Belgian Grand Prix,Q,RIC,Red Bull Racing,7,114.668,103.126,33.189,51.162,30.317,283.3,313.0,0,0,0,8
2018,Belgian Grand Prix,Q,OCO,Racing Point,6,117.248,103.302,33.672,52.029,31.546,282.7,314.0,0,0,0,9
2018,Belgian Grand Prix,Q,MAG,Haas F1 Team,8,113.976,103.32,32.29,51.247,30.439,289.0,312.0,0,0,0,10
2018,Belgian Grand Prix,Q,LEC,Sauber,6,109.69,103.654,32.953,47.297,29.44,287.0,309.0,0,0,0,11
2018,Belgian Grand Prix,Q,GAS,Toro Rosso,6,110.545,103.844,31.93,48.701,29.914,289.7,306.0,0,0,0,12
2018,Belgian Grand Prix,Q,ERI,Sauber,4,104.55,103.846,30.928,44.916,28.706,306.8,312.0,0,0,0,13
2018,Belgian Grand Prix,Q,HAR,Toro Rosso,5,110.87,103.865,33.044,48.326,29.5,279.2,308.0,0,0,0,14
2018,Belgian Grand Prix,Q,HUL,Renault,1,104.145,104.145,30.687,44.859,28.599,302.0,302.0,0,0,0,15
2018,Belgian Grand Prix,Q,SAI,Renault,2,104.533,104.489,30.679,45.099,28.755,306.5,309.0,0,0,0,16
2018,Belgian Grand Prix,Q,ALO,McLaren,2,104.924,104.917,30.723,45.346,28.855,308.0,310.0,0,0,0,17
2018,Belgian Grand Prix,Q,SIR,Williams,2,105.424,104.998,30.94,45.418,29.066,305.0,306.0,0,0,0,18
2018,Belgian Grand Prix,Q,STR,Williams,2,105.364,105.134,30.699,45.796,28.869,306.0,307.0,0,0,0,19
2018,Belgian Grand Prix,Q,VAN,McLaren,4,115.727,105.307,31.99,50.664,33.073,300.5,306.0,0,0,0,20
2018,Belgian Grand Prix,R,BOT,Mercedes,38,109.351,106.286,31.37,48.609,29.372,310.8,320.0,14,0,0,1
2018,Belgian Grand Prix,R,VET,Ferrari,38,107.886,106.644,31.432,47.304,29.15,307.0,313.0,21,0,0,2
2018,Belgian Grand Prix,R,HAM,Mercedes,38,108.143,106.721,31.425,47.486,29.232,309.5,322.0,22,0,0,3
2018,Belgian Grand Prix,R,VER,Red Bull Racing,38,108.627,106.946,31.507,47.855,29.265,306.4,314.0,17,0,0,4
2018,Belgian Grand Prix,R,MAG,Haas F1 Team,38,109.953,107.937,31.82,48.427,29.705,305.2,313.0,0,0,0,5
2018,Belgian Grand Prix,R,OCO,Racing Point,38,109.791,108.078,31.542,48.941,29.308,310.2,312.0,19,0,0,6
2018,Belgian Grand Prix,R,PER,Racing Point,38,109.588,108.08,31.562,48.698,29.328,309.3,318.0,18,0,0,7
2018,Belgian Grand Prix,R,GRO,Haas F1 Team,38,109.938,108.283,31.909,48.278,29.751,304.3,307.0,0,0,0,8
2018,Belgian Grand Prix,R,GAS,Toro Rosso,38,110.416,108.588,31.878,48.836,29.702,302.2,309.0,18,0,0,9
